País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Austria,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,20.15,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2014,16.4,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2014,12.05,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2014,14.6,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,14.35,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2014,11.85,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): Total,2014,13.65,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 1. Managers,2014,26.95,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 2. Professionals,2014,20.37,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,16.3,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2014,14.48,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2014,10.87,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2014,10.96,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,11.82,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2014,9.56,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): Total,2014,19.9,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 1. Managers,2014,38.63,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 2. Professionals,2014,28.01,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,20.93,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2014,17.44,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2014,15.2,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2014,15.98,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,16.66,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2014,14.04,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): Total,2014,20.49,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 1. Managers,2014,39.89,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 2. Professionals,2014,28.28,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,21.54,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2014,17.4,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2014,14.99,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2014,16.03,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,16.79,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2014,14.3,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): Total,2014,19.15,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 1. Managers,2014,34.45,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 2. Professionals,2014,27.65,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,20.32,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2014,17.47,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2014,15.3,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2014,15.22,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,15.96,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2014,13.82,Currency: BEL - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): Total,2014,2.34,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 1. Managers,2014,5.65,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 2. Professionals,2014,3.43,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,3.03,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2014,2.0,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2014,1.44,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,4.29,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2014,2.05,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,1.83,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2014,1.35,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): Total,2014,2.52,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 1. Managers,2014,6.05,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 2. Professionals,2014,4.45,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,3.23,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2014,2.16,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2014,1.42,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,4.21,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 7. Craft and related trades workers,2014,2.28,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,1.93,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Male,Occupation (ISCO-08): 9. Elementary occupations,2014,1.4,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): Total,2014,2.16,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 1. Managers,2014,5.14,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 2. Professionals,2014,2.96,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,2.78,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 4. Clerical support workers,2014,1.94,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 5. Service and sales workers,2014,1.46,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,4.44,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 7. Craft and related trades workers,2014,1.53,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,1.57,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Sex: Female,Occupation (ISCO-08): 9. Elementary occupations,2014,1.3,Currency: BGR - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Switzerland,Sex: Total,Occupation (ISCO-08): Total,2014,41.97,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 1. Managers,2014,58.37,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 2. Professionals,2014,59.69,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,42.76,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,2014,37.81,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,2014,28.13,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,28.13,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,2014,30.14,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2014,32.89,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,2014,29.36,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): 0. Armed forces occupations,2014,40.35,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Total,Occupation (ISCO-08): X. Not elsewhere classified,2014,39.48,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,Occupation (ISCO-08): Total,2014,44.53,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,Occupation (ISCO-08): 1. Managers,2014,64.19,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,Occupation (ISCO-08): 2. Professionals,2014,61.04,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,Occupation (ISCO-08): 3. Technicians and associate professionals,2014,46.81,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,Occupation (ISCO-08): 4. Clerical support workers,2014,43.25,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,Occupation (ISCO-08): 5. Service and sales workers,2014,31.8,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Sex: Male,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2014,28.18,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
