País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Austria,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2018,15.89,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Operadores de instalaciones y máquinas y ensambladores,2018,15.47,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Ocupaciones elementales,2018,12.74,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Total,2018,15.15,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Directores y gerentes,2018,28.78,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Profesionales científicos e intelectuales,2018,22.2,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Técnicos y profesionales de nivel medio,2018,17.66,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Personal de apoyo administrativo,2018,15.61,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2018,11.91,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2018,11.55,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2018,12.67,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Ocupaciones elementales,2018,10.45,Working time arrangement coverage: Full-time and part time workers | Currency: AUT - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Total,2014,15.93,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Directores y gerentes,2014,34.6,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Profesionales científicos e intelectuales,2014,23.42,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Técnicos y profesionales de nivel medio,2014,18.65,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Personal de apoyo administrativo,2014,15.14,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,11.23,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,14.38,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Operadores de instalaciones y máquinas y ensambladores,2014,14.02,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Total,Ocupaciones elementales,2014,10.7,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Total,2014,17.55,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Directores y gerentes,2014,36.86,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Profesionales científicos e intelectuales,2014,25.51,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Técnicos y profesionales de nivel medio,2014,20.15,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Personal de apoyo administrativo,2014,16.4,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,12.05,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,14.6,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,14.35,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Hombres,Ocupaciones elementales,2014,11.85,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Total,2014,13.65,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Directores y gerentes,2014,26.95,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Profesionales científicos e intelectuales,2014,20.37,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Técnicos y profesionales de nivel medio,2014,16.3,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Personal de apoyo administrativo,2014,14.48,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,10.87,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,10.96,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,11.82,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Austria,Mujeres,Ocupaciones elementales,2014,9.56,Currency: AUT - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Total,2018,19.91,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Directores y gerentes,2018,38.75,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Profesionales científicos e intelectuales,2018,26.64,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Técnicos y profesionales de nivel medio,2018,21.08,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Personal de apoyo administrativo,2018,17.09,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2018,14.18,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2018,15.91,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Operadores de instalaciones y máquinas y ensambladores,2018,16.46,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Ocupaciones elementales,2018,14.04,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Total,2018,20.74,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Directores y gerentes,2018,40.46,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Profesionales científicos e intelectuales,2018,27.53,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Técnicos y profesionales de nivel medio,2018,21.86,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Personal de apoyo administrativo,2018,17.42,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2018,15.46,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2018,16.06,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Operadores de instalaciones y máquinas y ensambladores,2018,16.73,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Ocupaciones elementales,2018,15.17,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Total,2018,18.47,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Directores y gerentes,2018,35.36,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Profesionales científicos e intelectuales,2018,25.42,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Técnicos y profesionales de nivel medio,2018,20.07,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Personal de apoyo administrativo,2018,16.92,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Trabajadores de los servicios y vendedores de comercios y mercados,2018,13.79,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2018,14.72,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2018,15.16,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Ocupaciones elementales,2018,12.95,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Total,2017,19.47,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Directores y gerentes,2017,37.8,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Profesionales científicos e intelectuales,2017,26.02,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Técnicos y profesionales de nivel medio,2017,20.58,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Personal de apoyo administrativo,2017,16.71,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2017,13.84,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2017,15.57,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Operadores de instalaciones y máquinas y ensambladores,2017,16.11,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Total,Ocupaciones elementales,2017,13.7,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Total,2017,20.4,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Directores y gerentes,2017,39.41,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Profesionales científicos e intelectuales,2017,26.87,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Técnicos y profesionales de nivel medio,2017,21.35,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Personal de apoyo administrativo,2017,17.03,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2017,15.11,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2017,15.7,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Operadores de instalaciones y máquinas y ensambladores,2017,16.37,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Hombres,Ocupaciones elementales,2017,14.92,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Total,2017,18.07,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mujeres,Directores y gerentes,2017,34.46,Currency: BEL - Euro (EUR),"Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
